0	63	50	48	0	41	65	0	74	39	0	89	13	86	30	38	56	0	79	4	67	0	26	14	0	85	92	0	87	27	0	7	0	35	2	0	11	5	0	3	0	51	0	37	0	25	34	52	0	99	77	71	70	0	53	0	69	98	88	19	0	23	96	0	58	0	76	0	17	97	21	0	61	0	64	0	59	15	28	78	0	10	45	90	0	16	18	0	72	0	80	32	0	31	8	0	43	54	100	91	0	93	60	0	66	40	46	42	9	0	22	36	94	73	12	44	81	0	1	82	0	62	95	33	0	49	47	0	24	20	55	75	0	57	29	83	0	6	0	84	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	16	0	41	46	59	0	36	4	20	0	18	67	27	71	0	5	52	0	86	0	62	54	97	87	95	0	33	77	21	0	73	0	72	0	38	0	57	24	0	11	53	98	47	0	25	22	0	99	75	0	90	94	35	92	0	28	84	0	12	81	0	14	63	0	23	78	56	0	45	30	29	15	9	91	0	85	69	0	64	43	7	55	0	39	13	0	100	37	0	1	82	0	26	44	51	40	0	34	0	74	60	48	80	0	61	49	0	19	88	0	32	70	0	3	6	2	0	58	66	0	17	96	42	93	8	0	79	0	10	89	83	0	76	0	68	31	0	65	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	35	0	82	0	21	0	93	0	14	84	92	98	77	0	57	17	0	69	63	0	30	0	45	94	12	95	0	58	0	6	73	29	97	25	75	5	0	56	0	86	27	0	76	79	0	10	0	11	0	32	33	37	0	44	46	49	47	0	2	0	91	16	0	18	0	51	36	20	38	0	23	0	39	19	41	0	55	54	40	0	60	48	0	50	4	0	64	0	13	87	31	15	52	72	0	24	0	96	0	8	0	61	0	74	68	90	78	0	3	0	26	0	43	100	99	0	53	59	0	89	0	70	0	62	66	0	65	22	0	80	34	81	0	7	1	71	67	0	88	0	85	9	28	83	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	63	50	48	0	41	65	0	74	39	0	89	13	34	86	30	38	56	0	79	4	67	0	26	14	0	85	92	0	49	0	87	27	0	7	0	35	2	0	11	5	0	3	0	51	0	37	0	25	52	0	99	77	71	70	0	53	0	69	98	88	19	0	23	96	0	58	0	17	97	21	0	61	0	64	0	59	15	28	78	0	10	45	90	0	16	18	0	76	72	0	80	32	0	31	8	0	43	54	100	91	0	93	60	0	66	40	46	42	9	0	22	36	94	73	12	44	81	0	1	82	0	62	95	33	0	47	0	24	20	55	75	0	57	29	83	0	6	0	84	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	56	0	44	43	54	72	0	23	0	7	83	0	33	0	6	95	66	0	38	0	94	61	32	0	48	0	25	0	3	91	0	47	0	52	88	0	92	31	0	16	0	74	50	81	0	27	40	0	19	0	4	14	0	2	0	8	0	26	11	82	0	13	12	0	65	53	0	78	67	0	10	0	57	68	73	35	75	0	30	0	5	37	85	64	97	79	0	71	0	45	18	39	1	98	77	0	46	29	89	63	0	90	62	0	99	59	0	15	93	0	87	36	51	100	34	17	0	42	41	0	49	69	60	84	0	20	22	0	9	86	0	21	28	0	24	55	58	0	76	70	0	96	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	86	83	0	30	6	0	94	60	0	10	0	75	8	19	97	0	73	0	44	0	41	47	0	59	57	0	14	0	67	87	0	9	17	63	0	77	49	95	0	61	0	22	0	65	45	0	53	58	78	0	21	0	25	15	0	56	0	80	0	54	27	18	0	2	99	100	62	0	31	0	33	0	69	74	11	4	35	39	34	43	64	7	71	0	79	89	0	84	98	0	42	82	81	16	3	0	23	26	0	66	0	12	0	72	0	46	0	29	0	38	28	0	24	0	1	50	68	32	0	52	0	55	0	76	85	0	37	92	0	48	0	5	70	91	96	51	0	40	13	0	93	0	90	88	0	20	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	15	97	0	61	37	16	88	81	47	85	0	48	100	0	78	8	75	0	74	42	0	70	13	34	40	0	72	0	36	0	67	65	82	90	71	0	31	23	0	58	77	5	0	46	38	45	43	0	18	10	0	83	0	66	0	19	0	79	0	20	24	0	64	0	44	0	25	95	87	0	6	0	39	29	0	51	21	0	27	0	12	69	80	59	0	49	11	0	3	0	62	26	0	30	32	35	99	0	56	0	52	68	4	0	57	41	0	63	54	0	93	14	9	94	0	17	0	91	22	0	28	0	33	0	60	0	7	73	55	1	0	92	0	53	0	2	0	86	0	84	96	98	0	76	89	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	63	50	48	0	41	65	0	74	39	0	89	13	34	86	30	38	56	0	79	4	67	0	26	14	0	85	92	0	49	0	87	27	0	7	0	35	2	0	11	5	0	3	0	51	0	37	0	25	52	0	99	77	71	70	0	69	98	88	19	0	23	96	0	58	0	76	0	17	97	21	0	61	0	53	64	0	59	15	28	78	0	10	45	90	0	16	18	0	72	0	80	32	0	31	8	0	43	54	100	91	0	93	60	0	66	40	46	42	9	0	22	36	94	73	12	44	81	0	1	82	0	62	95	33	0	24	47	0	20	55	75	0	57	29	83	0	6	0	84	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	30	6	0	94	60	0	10	0	75	8	19	97	0	73	0	44	0	41	47	0	83	0	36	0	59	57	0	14	0	67	87	0	9	17	63	0	77	49	95	0	61	0	88	22	0	65	45	0	53	58	78	0	21	0	25	15	0	56	0	80	0	54	27	18	0	2	99	100	62	0	31	0	33	0	69	74	11	4	35	39	34	43	64	7	71	0	79	89	0	84	98	0	42	82	81	16	3	0	23	26	0	66	0	12	0	72	0	46	0	29	0	38	28	0	24	0	1	50	68	32	0	52	0	55	0	76	85	0	37	92	0	48	0	5	70	91	96	51	0	40	13	0	93	0	90	86	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	82	0	54	0	21	0	93	0	14	84	92	98	77	0	57	17	0	69	63	0	30	0	45	94	12	95	0	58	0	6	73	29	55	97	25	75	5	0	86	27	0	76	79	0	10	0	11	0	32	37	0	46	49	0	66	0	2	0	91	16	0	18	0	51	36	20	38	0	23	0	39	19	41	0	40	0	60	48	0	50	4	0	64	0	13	87	31	15	52	72	0	24	35	0	96	0	8	0	47	61	53	0	44	0	74	68	90	0	3	0	26	0	43	33	100	99	0	56	59	0	89	0	70	0	78	62	0	65	22	0	80	34	81	0	7	1	71	67	0	88	0	85	9	28	83	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
